ID,Category,Company,date,headline,link,Sentiment,Positive Score,Negative Score,Neutral Score,Mixed Score
988,E-commerce,Walmart,20190129,as amazon walmart and other foreign players dominate india to promote domestic tech companies ,https://www.wsj.com/articles/as-amazon-walmart-and-other-foreign-players-dominate-india-to-promote-domestic-tech-companies-11548766862,NEGATIVE,0.003941868,0.885955811,0.109807312,0.000295015
989,E-commerce,E-Bay,20190129,ebay tries to buy its way out of trouble ,https://www.wsj.com/articles/ebay-tries-to-buy-its-way-out-of-trouble-11548805440,NEUTRAL,0.006176905,0.209298432,0.784517229,7.46E-06
990,E-commerce,E-Bay,20190129,ebay to pay its first ever dividend ,https://www.wsj.com/articles/ebay-to-pay-its-first-ever-dividend-11548800151,NEUTRAL,0.003597731,0.047296796,0.949097097,8.43E-06
991,Healthcare,Pfizer,20190129,pfizer results hurt by pricing challenges ,https://www.wsj.com/articles/pfizer-results-hurt-by-pricing-challenges-11548765940,NEGATIVE,0.008953122,0.919671595,0.067575805,0.003799489
992,Social Media,Snapchat,20190129,stocks to watch whirlpool snap yum brands rambus ,https://www.wsj.com/articles/stocks-to-watch-whirlpool-snap-yum-brands-rambus-11548761078,NEUTRAL,0.102845654,0.028020326,0.868276179,0.000857904
993,Airline,Southwest Airlines,20190129,southwest agreed to pay faa for inspectors time during government shutdown ,https://www.wsj.com/articles/southwest-agreed-to-pay-faa-for-inspectors-time-during-government-shutdown-11548804686,NEUTRAL,0.012288943,0.111767098,0.817367315,0.058576621
994,E-commerce,Amazon,20190129,strolling through the amazon nervously ,https://www.wsj.com/articles/strolling-through-the-amazon-nervously-11548803202,NEGATIVE,0.00175375,0.91679877,0.081445456,1.97E-06
995,E-commerce,Amazon,20190130,new details on amazon berkshire hathaway jpmorgan health venture emerge in court battle ,https://www.wsj.com/articles/new-details-on-amazon-berkshire-hathaway-jpmorgan-health-venture-emerge-in-court-battle-11548899146,NEUTRAL,0.001646895,0.004399577,0.993952692,8.77E-07
996,E-commerce,Amazon,20190130,new york city council again presses amazon on deal ,https://www.wsj.com/articles/new-york-city-council-again-presses-amazon-on-deal-11548894001,NEUTRAL,0.033790443,0.04252236,0.923683584,3.60E-06
997,Social Media,Facebook,20190130,facebook is now a family affair ,https://www.wsj.com/articles/facebook-is-now-a-family-affair-11548890159,NEGATIVE,0.001765801,0.903598487,0.094632864,2.88E-06
998,Social Media,Facebook,20190130,apple bans facebook app in escalating privacy fight ,https://www.wsj.com/articles/apple-bans-facebook-app-in-escalating-privacy-fight-11548876192,NEGATIVE,0.001165916,0.87951386,0.119315751,4.48E-06
999,Fast Food,Mc Donalds,20190130,mcdonalds pushes up prices in the u s but overall sales drop ,https://www.wsj.com/articles/mcdonalds-pushes-up-prices-in-the-u-s-but-overall-sales-drop-11548856110,NEGATIVE,0.01101725,0.727809429,0.261022508,0.000150773
1000,E-commerce,E-Bay,20190130,stocks to watch apple amd ebay amgen gamestop square ,https://www.wsj.com/articles/stocks-to-watch-apple-amd-ebay-amgen-gamestop-square-11548847558,NEUTRAL,0.019938355,0.000276016,0.979772687,1.30E-05
1001,Social Media,Facebook,20190130,facebook earnings what to watch ,https://www.wsj.com/articles/facebook-earnings-what-to-watch-11548844202,NEUTRAL,0.068810254,0.026824836,0.904358804,6.18E-06
1002,Social Media,Facebook,20190130,facebook reports record profit ,https://www.wsj.com/articles/facebook-reports-record-profit-11548882887,NEUTRAL,0.024097001,0.000546865,0.975351274,4.94E-06
1003,Fast Food,Starbucks,20190130,howard schultzs presidential bid brews trouble for starbucks ,https://www.wsj.com/articles/howard-schultzs-presidential-bid-brews-trouble-for-starbucks-11548849604,NEGATIVE,0.004815179,0.513404906,0.481775194,4.72E-06
1004,E-commerce,Amazon,20190131,amazon a shiver runs through it ,https://www.wsj.com/articles/amazon-a-shiver-runs-through-it-11548976166,NEGATIVE,0.040164329,0.877348244,0.082479306,8.12E-06
1005,Social Media,Facebook,20190131,facebook twitter take action to combat foreign misinformation ,https://www.wsj.com/articles/facebook-twitter-take-action-to-combat-foreign-misinformation-11548965673,NEUTRAL,0.012221993,0.259061009,0.728026927,0.000690075
1006,Social Media,Twitter,20190131,facebook twitter take action to combat foreign misinformation ,https://www.wsj.com/articles/facebook-twitter-take-action-to-combat-foreign-misinformation-11548965673,NEUTRAL,0.012221993,0.259061009,0.728026927,0.000690075
1007,Social Media,Facebook,20190131,stocks to watch microsoft facebook qualcomm tesla and mondelez ,https://www.wsj.com/articles/stocks-to-watch-microsoft-facebook-qualcomm-tesla-and-mondelez-11548934556,NEUTRAL,0.007223831,0.007159004,0.985601604,1.55E-05
1008,E-commerce,Amazon,20190131,amazon reports third record profit in a row ,https://www.wsj.com/articles/amazon-reports-third-record-profit-in-a-row-11548969267,POSITIVE,0.512331784,0.031101622,0.456547409,1.92E-05
1009,Social Media,Twitter,20190203,christie says he warned trump about tweets ,https://www.wsj.com/articles/christie-says-he-warned-trump-about-tweets-11549225004,NEUTRAL,0.005084576,0.148007542,0.846265137,0.000642729
1010,E-commerce,Amazon,20190204,new york state senator who opposes amazon deal nominated to board with sway over project ,https://www.wsj.com/articles/new-york-state-senator-who-opposes-amazon-deal-nominated-to-board-with-sway-over-project-11549323182,NEUTRAL,0.008591845,0.216616645,0.774709165,8.24E-05
1011,Airline,Southwest Airlines,20190204,island bound southwest and faa race to complete approval for hawaii service ,https://www.wsj.com/articles/island-bound-southwest-and-faa-race-to-complete-approval-for-hawaii-service-11549322659,NEUTRAL,0.004054231,0.00478795,0.991152585,5.21E-06
1012,Airline,United Airlines Holdings,20190204,united airlines makes changes after review of plane stranded for 12 hours ,https://www.wsj.com/articles/united-airlines-makes-changes-after-review-of-plane-stranded-for-12-hours-11549297751,NEUTRAL,0.037708573,0.263593942,0.652295053,0.046402466
1013,E-commerce,Walmart,20190204,sears and creditors spar at sale hearing ,https://www.wsj.com/articles/sears-and-creditors-spar-at-sale-hearing-11549321696,NEUTRAL,0.028173694,0.252641678,0.719094574,9.00E-05
1014,E-commerce,Amazon,20190205,de blasio believes new york will turn amazon into union friendly company ,https://www.wsj.com/articles/de-blasio-believes-new-york-will-turn-amazon-into-union-friendly-company-11549410415,NEGATIVE,0.001374186,0.741112828,0.257510006,3.00E-06
1015,Social Media,Snapchat,20190205,snap has a hot minute ,https://www.wsj.com/articles/snap-has-a-hot-minute-11549408675,POSITIVE,0.429988861,0.144786164,0.42517361,5.14E-05
1016,Social Media,Facebook,20190205,this video chat app wants to be more like fortnite less like facebook ,https://www.wsj.com/articles/this-video-chat-app-wants-to-be-more-like-fortnite-less-like-facebook-11549380673,NEGATIVE,0.002201475,0.961107075,0.03668274,8.63E-06
1017,Social Media,Snapchat,20190205,snap looks to break losing streak ,https://www.wsj.com/articles/snap-looks-to-break-losing-streak-11549362600,NEUTRAL,0.021002172,0.329194456,0.649750471,5.29E-05
1018,Social Media,Twitter,20190206,where will drug overdoses hit next twitter may offer clues ,https://www.wsj.com/articles/where-will-drug-overdoses-hit-next-twitter-may-offer-clues-11549471717,NEUTRAL,0.017374417,0.16550386,0.817014039,0.000107756
1019,Social Media,Snapchat,20190206,stocks to watch disney snap electronic arts container store shutterfly ,https://www.wsj.com/articles/stocks-to-watch-disney-snap-electronic-arts-container-store-shutterfly-11549452802,NEUTRAL,0.023066321,0.000855177,0.975914896,0.000163699
1020,Airline,United Airlines Holdings,20190206,united wants to fly you in stylefrom bentonville ark ,https://www.wsj.com/articles/united-wants-to-fly-you-in-stylefrom-bentonville-ark-11549458000,NEUTRAL,0.036092114,0.007151277,0.956755042,1.58E-06
1021,E-commerce,Amazon,20190207,woody allen sues amazon studios for breach of contract ,https://www.wsj.com/articles/woody-allen-sues-amazon-studios-for-breach-of-contract-11549557790,NEUTRAL,0.000949764,0.071083434,0.92796123,5.55E-06
1022,E-commerce,Walmart,20190207,bankruptcy judge approves lampert purchase of sears ,https://www.wsj.com/articles/bankruptcy-judge-approves-lampert-purchase-of-sears-11549573078,NEUTRAL,0.062407535,0.199473009,0.738048196,7.13E-05
1023,E-commerce,Walmart,20190207,u s federal pension insurer backs eddie lamperts bid to buy sears ,https://www.wsj.com/articles/u-s-federal-pension-insurer-backs-eddie-lamperts-bid-to-buy-sears-11549557699,NEUTRAL,0.010904529,0.021985199,0.967101812,8.53E-06
1024,Social Media,Twitter,20190207,twitter goes full marie kondo ,https://www.wsj.com/articles/twitter-goes-full-marie-kondo-11549557635,NEUTRAL,0.01184392,0.006835312,0.981317937,2.81E-06
1025,E-commerce,Amazon,20190207,amazon invests in driverless startup aurora valued at more than 2 billion ,https://www.wsj.com/articles/amazon-invests-in-driverless-startup-aurora-valued-at-more-than-2-billion-11549555200,NEUTRAL,0.023518993,0.001089456,0.975380063,1.15E-05
1026,E-commerce,Amazon,20190207,amazon ceo jeff bezos accuses tabloid of attempted blackmail ,https://www.wsj.com/articles/amazon-ceo-jeff-bezos-accuses-tabloid-of-attempted-blackmail-11549584408,NEGATIVE,0.000165636,0.97532028,0.024512656,1.35E-06
1027,E-commerce,Amazon,20190208,amazon reconsidering plan to put campus in new york ,https://www.wsj.com/articles/amazon-reconsidering-plan-to-put-campus-in-new-york-11549668969,NEGATIVE,0.01096529,0.606053412,0.382975161,6.17E-06
1028,Social Media,Facebook,20190210,google and facebook worsen media bias ,https://www.wsj.com/articles/google-and-facebook-worsen-media-bias-11549829040,NEGATIVE,0.000166708,0.990101457,0.009728141,3.79E-06
1029,Social Media,Facebook,20190210,more facts about mr zuckerbergs facebook ,https://www.wsj.com/articles/more-facts-about-mr-zuckerbergs-facebook-11549826876,NEUTRAL,0.039987363,0.010484893,0.949521244,6.56E-06
1030,Social Media,Twitter,20190211,writer sues twitter over ban for mocking transgender people ,https://www.wsj.com/articles/writer-sues-twitter-over-ban-for-mocking-transgender-people-11549946725,MIXED,0.00175059,0.254924387,0.157446191,0.585878789
1031,E-commerce,Amazon,20190211,amazon to acquire home wi fi company eero ,https://www.wsj.com/articles/amazon-to-acquire-home-wi-fi-company-eero-11549927358,NEUTRAL,0.010126903,0.068750307,0.921111465,1.13E-05
1032,E-commerce,Amazon,20190211,former amazon veteran emerges as foe of jeff bezos ,https://www.wsj.com/articles/former-amazon-veteran-emerges-as-foe-of-jeff-bezos-11549897200,NEUTRAL,0.015293171,0.00156464,0.983135521,6.70E-06
1033,Social Media,Snapchat,20190211,stocks to watch amazon snap estee lauder motorola solutions ,https://www.wsj.com/articles/stocks-to-watch-amazon-snap-estee-lauder-motorola-solutions-11549882801,NEUTRAL,0.022697035,0.001170139,0.976128042,4.72E-06
1034,E-commerce,Amazon,20190211,stocks to watch amazon snap estee lauder motorola solutions ,https://www.wsj.com/articles/stocks-to-watch-amazon-snap-estee-lauder-motorola-solutions-11549882801,NEUTRAL,0.022697035,0.001170139,0.976128042,4.72E-06
1035,E-commerce,Amazon,20190212,n y lawmakers scrutinize amazon tesla deals at hearing ,https://www.wsj.com/articles/n-y-lawmakers-scrutinize-amazon-tesla-deals-at-hearing-11550015233,NEUTRAL,0.002024961,0.136269704,0.861253321,0.000452064
1036,E-commerce,Amazon,20190212,google cloud chiefs plan to catch amazon and microsoft sales reps ,https://www.wsj.com/articles/google-cloud-chiefs-plan-to-catch-amazon-and-microsoft-sales-reps-11550011137,NEUTRAL,0.012450922,0.149359271,0.838150561,3.93E-05
1037,Airline,United Airlines Holdings,20190212,united technologies cdo backs effort to train female coders ,https://www.wsj.com/articles/united-technologies-cdo-backs-effort-to-train-female-coders-11550010486,NEUTRAL,0.016487436,0.000892208,0.982615948,4.45E-06
1038,E-commerce,Amazon,20190212,majority of new yorkers support amazon project in queens new poll shows ,https://www.wsj.com/articles/majority-of-new-yorkers-support-amazon-project-in-queens-new-poll-shows-11549967400,NEUTRAL,0.009862429,0.227123186,0.616753161,0.14626126
1039,Fast Food,Starbucks,20190212,stocks to watch starbucks salesforce molina healthcare chegg ,https://www.wsj.com/articles/stocks-to-watch-starbucks-salesforce-molina-healthcare-chegg-11549971090,NEUTRAL,0.006599638,0.005369737,0.987861514,0.000169082
1040,Social Media,Snapchat,20190212,spain is pushed closer to snap elections by trial of catalan separatists ,https://www.wsj.com/articles/spain-is-pushed-closer-to-snap-elections-by-trial-of-catalan-separatists-11549974225,NEUTRAL,0.004737319,0.231608421,0.763648272,5.98E-06
1041,E-commerce,Amazon,20190213,why amazon just raised your grocery bill ,https://www.wsj.com/articles/why-amazon-just-raised-your-grocery-bill-11550079593,NEGATIVE,0.005895758,0.922582507,0.071506888,1.49E-05
1042,E-commerce,Walmart,20190213,edward lampert shares his plan for sears after bankruptcy ,https://www.wsj.com/articles/edward-lampert-shares-his-plan-for-sears-after-bankruptcy-11550053801,NEUTRAL,0.300395727,0.056808427,0.642776847,1.90E-05
1043,E-commerce,Amazon,20190214,amazon may still see benefits from failed new york courting process ,https://www.wsj.com/articles/amazon-may-still-see-benefits-from-failed-new-york-courting-process-11550195423,NEUTRAL,0.113986924,0.255772829,0.629842103,0.00039813
1044,E-commerce,Amazon,20190214,in long island city mixed feelings that amazon wont move in ,https://www.wsj.com/articles/in-long-island-city-mixed-feelings-that-amazon-wont-move-in-11550190263,MIXED,0.000771342,0.001875197,0.000752914,0.996600568
1045,E-commerce,Amazon,20190214,amazon escapes from new york ,https://www.wsj.com/articles/amazon-escapes-from-new-york-11550189053,NEGATIVE,0.006964125,0.891694129,0.101332232,9.53E-06
1046,E-commerce,Amazon,20190214,progressive democrats claim victory as amazon scraps new york plans ,https://www.wsj.com/articles/progressive-democrats-claim-victory-as-amazon-scraps-new-york-plans-11550188371,NEUTRAL,0.097291552,0.066780813,0.835877299,5.04E-05
1047,Fast Food,Mc Donalds,20190214,former chicago officer convicted of killing laquan mcdonald attacked in prison ,https://www.wsj.com/articles/former-chicago-officer-convicted-of-killing-laquan-mcdonald-attacked-in-prison-11550177817,NEUTRAL,0.000901646,0.2046303,0.793783128,0.000684896
1048,E-commerce,Amazon,20190214,amazon cancels hq2 plans in new york city ,https://www.wsj.com/articles/amazon-cancels-hq2-plans-in-new-york-city-11550163050,NEUTRAL,0.006409831,0.401500762,0.592080235,9.26E-06
1049,E-commerce,Amazon,20190215,amazon invests in electric car maker rivian ,https://www.wsj.com/articles/amazon-invests-in-electric-car-maker-rivian-11550251089,NEUTRAL,0.008425824,0.119315378,0.871936917,0.00032183
1050,E-commerce,Walmart,20190215,thoughts on sears long decline and edward lamperts bankruptcy bid ,https://www.wsj.com/articles/thoughts-on-sears-long-decline-and-edward-lamperts-bankruptcy-bid-11550248375,NEGATIVE,0.012385542,0.793562293,0.19173345,0.002318797
1051,E-commerce,Amazon,20190217,amazon leaves new york but not the spotlight ,https://www.wsj.com/articles/amazon-leaves-new-york-but-not-the-spotlight-11550328799,NEGATIVE,0.002159051,0.975618064,0.022198685,2.42E-05
1052,Social Media,Facebook,20190217,u k committee rebukes facebook in call for social media regulation ,https://www.wsj.com/articles/u-k-committee-rebukes-facebook-in-call-for-social-media-regulation-11550448060,NEGATIVE,0.000281246,0.939236879,0.060480796,1.13E-06
1053,E-commerce,Amazon,20190217,amazon fiasco splits new yorks left ,https://www.wsj.com/articles/amazon-fiasco-splits-new-yorks-left-11550272112,NEGATIVE,0.002311135,0.882533967,0.115048923,0.000105959
1054,E-commerce,Amazon,20190218,amazon new york and the end of corporate welfare ,https://www.wsj.com/articles/amazon-new-york-and-the-end-of-corporate-welfare-11550519377,NEUTRAL,0.008834972,0.438282043,0.552865505,1.75E-05
1055,E-commerce,Amazon,20190218,as amazon snubs new york it is growing in 17 other cities ,https://www.wsj.com/articles/as-amazon-snubs-new-york-it-is-growing-in-17-other-cities-11550503639,NEUTRAL,0.229257643,0.03493258,0.735804617,5.17E-06
1056,Airline,Southwest Airlines,20190218,faa probes southwest airlines over baggage weight discrepancies ,https://www.wsj.com/articles/faa-probes-southwest-airlines-over-baggage-weight-discrepancies-11550501428,NEUTRAL,0.002218545,0.095147915,0.902629137,4.43E-06
1057,E-commerce,Amazon,20190219,queens politicians feel the heat over doomed amazon deal ,https://www.wsj.com/articles/queens-politicians-feel-the-heat-over-doomed-amazon-deal-11550621851,NEGATIVE,0.000705143,0.876425445,0.122849673,1.97E-05
1058,E-commerce,Amazon,20190219,pentagon cloud computing contract sought by amazon faces new hurdle ,https://www.wsj.com/articles/pentagon-cloud-computing-contract-sought-by-amazon-faces-new-hurdle-11550601359,NEUTRAL,0.007584781,0.003462278,0.988943934,9.10E-06
1059,E-commerce,Walmart,20190219,holidays were joyous at walmart ,https://www.wsj.com/articles/holidays-were-joyous-at-walmart-11550593846,POSITIVE,0.564964771,0.007218632,0.376548648,0.051268023
1060,E-commerce,Walmart,20190219,walmart posts strong holiday sales gains in u s ,https://www.wsj.com/articles/walmart-posts-strong-holiday-sales-gains-in-u-s-11550580706,NEUTRAL,0.09013734,0.120796345,0.788768172,0.000298163
1061,E-commerce,Amazon,20190220,new details of amazon berkshire hathaway jpmorgan health venture emerge in court testimony ,https://www.wsj.com/articles/new-details-of-amazon-berkshire-hathaway-jpmorgan-health-venture-emerge-in-court-testimony-11550712710,NEUTRAL,0.001032278,0.000723124,0.998244047,5.76E-07
1062,E-commerce,Amazon,20190220,how to liberate amazon workers ,https://www.wsj.com/articles/how-to-liberate-amazon-workers-11550706086,NEGATIVE,0.007953379,0.720403135,0.267960668,0.003682825
1063,Fast Food,Mc Donalds,20190220,nestle mcdonalds others pull ads from youtube ,https://www.wsj.com/articles/nestle-mcdonalds-others-pull-ads-from-youtube-11550705643,NEUTRAL,0.004973284,0.42872104,0.565949857,0.000355865
1064,E-commerce,Walmart,20190220,cvs reports loss on long term care facilities charge ,https://www.wsj.com/articles/cvs-reports-loss-on-long-term-care-facilities-charge-11550667287,NEUTRAL,0.003849158,0.321199775,0.668985724,0.005965312
1065,E-commerce,Walmart,20190220,cvs needs more expensive drugs ,https://www.wsj.com/articles/cvs-needs-more-expensive-drugs-11550678608,NEGATIVE,0.003187692,0.900571942,0.096227713,1.25E-05
1066,Airline,Southwest Airlines,20190220,southwest links labor dispute to grounding of planes ,https://www.wsj.com/articles/southwest-links-labor-dispute-to-grounding-of-planes-11550637492,NEUTRAL,0.003134507,0.027192608,0.969648004,2.48E-05
1067,E-commerce,Amazon,20190221,new york city development chief faults amazon for scuttled hq2 deal ,https://www.wsj.com/articles/new-york-city-development-chief-faults-amazon-for-scuttled-hq2-deal-11550785949,NEUTRAL,0.002087546,0.006538433,0.991371512,2.44E-06
1068,E-commerce,Amazon,20190221,new york property firm hit the jackpot then amazon pulled out ,https://www.wsj.com/articles/new-york-property-firm-hit-the-jackpot-then-amazon-pulled-out-11550750403,NEGATIVE,0.020015709,0.709842086,0.270134985,7.21E-06
1069,Social Media,Twitter,20190222,evan williams twitter co founder to step down from board ,https://www.wsj.com/articles/evan-williams-twitter-co-founder-to-step-down-from-board-11550878319,NEUTRAL,0.022997929,0.074341305,0.902583063,7.76E-05
1070,Social Media,Facebook,20190222,facebook to pull controversial onavo app ,https://www.wsj.com/articles/facebook-to-pull-controversial-onavo-app-11550865297,NEGATIVE,0.001601774,0.79253906,0.205857322,1.88E-06
1071,Healthcare,UnitedHealth Group,20190222,unitedhealth employee cleared to join health venture of amazon berkshire jpmorgan ,https://www.wsj.com/articles/unitedhealth-employee-cleared-to-join-health-venture-of-amazon-berkshire-jpmorgan-11550859259,NEUTRAL,0.023753898,0.003015063,0.973228276,2.80E-06
1072,E-commerce,Amazon,20190222,unitedhealth employee cleared to join health venture of amazon berkshire jpmorgan ,https://www.wsj.com/articles/unitedhealth-employee-cleared-to-join-health-venture-of-amazon-berkshire-jpmorgan-11550859259,NEUTRAL,0.023753898,0.003015063,0.973228276,2.80E-06
1073,Social Media,Facebook,20190222,you give apps sensitive personal information then they tell facebook ,https://www.wsj.com/articles/you-give-apps-sensitive-personal-information-then-they-tell-facebook-11550851636,NEGATIVE,0.040421877,0.680815876,0.278743714,1.86E-05
1074,Social Media,Facebook,20190224,eleven popular apps that shared data with facebook ,https://www.wsj.com/articles/eleven-popular-apps-that-shared-data-with-facebook-11551055132,NEUTRAL,0.035251245,0.00834392,0.956376195,2.86E-05
1075,Social Media,Facebook,20190224,popular apps cease sharing data with facebook ,https://www.wsj.com/articles/popular-apps-cease-sharing-data-with-facebook-11551044791,NEGATIVE,0.006210009,0.646566093,0.347150564,7.33E-05
1076,E-commerce,Amazon,20190224,india increases pressure on amazon and walmart ,https://www.wsj.com/articles/india-increases-pressure-on-amazon-and-walmart-11550996690,NEGATIVE,0.008157996,0.816721261,0.175075173,4.56E-05
1077,E-commerce,Walmart,20190224,india increases pressure on amazon and walmart ,https://www.wsj.com/articles/india-increases-pressure-on-amazon-and-walmart-11550996690,NEGATIVE,0.008157996,0.816721261,0.175075173,4.56E-05
1078,Social Media,Twitter,20190225,stocks to watch twitter boeing intel p g and intuit ,https://www.wsj.com/articles/stocks-to-watch-twitter-boeing-intel-p-g-and-intuit-11551095095,NEUTRAL,0.04790106,0.010881529,0.940977275,0.000240161
1079,E-commerce,Amazon,20190225,investigators search for black boxes in amazon plane crash ,https://www.wsj.com/articles/investigators-search-for-black-boxes-in-amazon-plane-crash-11551041587,NEUTRAL,0.00169776,0.19315581,0.803967357,0.001179164
1080,E-commerce,E-Bay,20190226,elliott management nearing settlement with ebay ,https://www.wsj.com/articles/elliott-management-nearing-settlement-with-ebay-11551212601,NEUTRAL,0.003724206,0.000585546,0.99568826,1.96E-06
1081,Social Media,Twitter,20190226,oil prices stabilize after trump tweet turmoil ,https://www.wsj.com/articles/oil-prices-stabilize-after-trump-tweet-turmoil-11551183036,NEUTRAL,0.011704986,0.147178501,0.841098547,1.79E-05
1082,E-commerce,Amazon,20190226,walmart joins amazon in chase for ad dollars ,https://www.wsj.com/articles/walmart-joins-amazon-in-chase-for-ad-dollars-11551200400,NEGATIVE,0.001110057,0.916178048,0.082707509,4.38E-06
1083,E-commerce,Walmart,20190226,walmart joins amazon in chase for ad dollars ,https://www.wsj.com/articles/walmart-joins-amazon-in-chase-for-ad-dollars-11551200400,NEGATIVE,0.001110057,0.916178048,0.082707509,4.38E-06
1084,Social Media,Facebook,20190226,apple and facebook fighting international encryption battle ,https://www.wsj.com/articles/apple-and-facebook-fighting-international-encryption-battle-11551177000,NEUTRAL,0.009718841,0.069987506,0.920280814,1.28E-05
1085,Airline,Southwest Airlines,20190227,southwest airlines receives faa permission to fly between west coast cities and hawaii ,https://www.wsj.com/articles/southwest-airlines-receives-faa-permission-to-fly-between-west-coast-cities-and-hawaii-11551308494,NEUTRAL,0.000898428,0.001409964,0.997680306,1.14E-05
1086,Social Media,Facebook,20190227,facebook erases history at a cost ,https://www.wsj.com/articles/facebook-erases-history-at-a-cost-11551298184,NEUTRAL,0.015275624,0.240242526,0.744475901,5.98E-06
1087,E-commerce,E-Bay,20190227,ebay expected to give activist shareholders at least 2 board seats ,https://www.wsj.com/articles/ebay-expected-to-give-activist-shareholders-at-least-2-board-seats-11551296913,NEUTRAL,0.000840495,0.016583003,0.982568979,7.49E-06
1088,E-commerce,E-Bay,20190227,stocks to watch ebay eog resources papa johns palo alto networks tivo weight watchers ,https://www.wsj.com/articles/stocks-to-watch-ebay-eog-resources-papa-johns-palo-alto-networks-tivo-weight-watchers-11551268743,NEUTRAL,0.002022678,0.00015933,0.997812033,5.91E-06
1089,E-commerce,Walmart,20190227,lowes reports loss takes 1 6 billion in charges ,https://www.wsj.com/articles/lowes-reports-loss-takes-1-6-billion-in-charges-11551269008,NEUTRAL,0.009557364,0.48831749,0.501885474,0.000239671
1090,Social Media,Snapchat,20190227,foreigners snap up smaller china stocks ahead of msci move ,https://www.wsj.com/articles/foreigners-snap-up-smaller-china-stocks-ahead-of-msci-move-11551244457,NEGATIVE,0.015853362,0.646770597,0.337281764,9.43E-05
1091,Airline,Southwest Airlines,20190228,southwest files lawsuit against mechanics union ,https://www.wsj.com/articles/southwest-files-lawsuit-against-mechanics-union-11551405951,NEUTRAL,0.000217426,0.016250543,0.983528376,3.62E-06
1092,E-commerce,Amazon,20190228,new york gov cuomo appeals to amazon to reconsider ,https://www.wsj.com/articles/new-york-gov-cuomo-appeals-to-amazon-to-reconsider-11551398307,NEGATIVE,0.004775837,0.609667897,0.385551602,4.66E-06
1093,E-commerce,Walmart,20190228,cvs names chief information officer to lead aetna integration ,https://www.wsj.com/articles/cvs-names-chief-information-officer-to-lead-aetna-integration-11551395733,NEUTRAL,0.020788383,0.000395371,0.978794873,2.14E-05
1094,Social Media,Facebook,20190228,facebook faces 10 privacy probes in ireland as global scrutiny intensifies ,https://www.wsj.com/articles/facebook-faces-10-privacy-probes-in-ireland-as-global-scrutiny-intensifies-11551361413,NEUTRAL,0.002481602,0.004240279,0.993276775,1.27E-06
1095,Social Media,Facebook,20190228,new york requests documents from facebook apps on data sharing ,https://www.wsj.com/articles/new-york-requests-documents-from-facebook-apps-on-data-sharing-11551373115,NEUTRAL,0.00064298,0.000584461,0.99876678,5.80E-06
1096,E-commerce,Amazon,20190301,amazon to launch new grocery store business sources say ,https://www.wsj.com/articles/amazon-to-launch-new-grocery-store-business-sources-say-11551461887,NEUTRAL,0.001954718,0.028538769,0.969501615,4.88E-06
1097,E-commerce,E-Bay,20190301,ebay reaches agreements with activist investor affiliates ,https://www.wsj.com/articles/ebay-reaches-agreements-with-activist-investor-affiliates-11551449969,NEUTRAL,0.003031308,9.14E-05,0.996875167,2.15E-06
1098,E-commerce,E-Bay,20190302,ebay settles more or less ,https://www.wsj.com/articles/ebay-settles-more-or-less-11551537001,NEUTRAL,0.011029263,0.005001706,0.983942449,2.67E-05
1099,E-commerce,Amazon,20190303,grocers brace for another blow from amazon ,https://www.wsj.com/articles/grocers-brace-for-another-blow-from-amazon-11551660645,NEGATIVE,0.100339301,0.748750865,0.150794029,0.000115803
1100,Social Media,Facebook,20190304,facebook sues china companies for creating fake online accounts ,https://www.wsj.com/articles/facebook-sues-china-companies-for-creating-fake-online-accounts-11551702165,NEGATIVE,0.000192691,0.928020477,0.071783505,3.34E-06
1101,E-commerce,Walmart,20190306,costco beats profit expectations in latest quarter ,https://www.wsj.com/articles/costco-beats-profit-expectations-in-latest-quarter-11551996298,POSITIVE,0.707337618,0.057984337,0.234656706,2.14E-05
1102,Social Media,Facebook,20190306,private is the new social for facebook ,https://www.wsj.com/articles/private-is-the-new-social-for-facebook-11551908551,NEUTRAL,0.026476277,0.043246064,0.930266261,1.14E-05
1103,E-commerce,Amazon,20190306,health venture of amazon berkshire jpmorgen has a name haven ,https://www.wsj.com/articles/health-venture-of-amazon-berkshire-jpmorgen-has-a-name-haven-11551906665,NEUTRAL,0.056899849,0.006706113,0.936391294,2.81E-06
1104,Social Media,Facebook,20190306,india wants facebook to curb fake news ahead of elections ,https://www.wsj.com/articles/india-wants-facebook-to-curb-fake-news-ahead-of-elections-11551898486,NEUTRAL,0.001482153,0.379331231,0.619183242,3.32E-06
1105,Airline,United Airlines Holdings,20190306,stocks to watch ross urban outfitters aerovironment united natural foods ge john wiley sons ,https://www.wsj.com/articles/stocks-to-watch-ross-urban-outfitters-aerovironment-united-natural-foods-ge-john-wiley-sons-11551873256,NEUTRAL,0.023665534,0.00127745,0.975048244,8.88E-06
1106,Social Media,Snapchat,20190306,snap layoffs led to payouts to ousted female employees ,https://www.wsj.com/articles/snap-layoffs-led-to-payouts-to-ousted-female-employees-11551877200,NEGATIVE,0.003240769,0.601909339,0.394822448,2.74E-05
1107,Social Media,Facebook,20190306,facebook plans new emphasis on private communications ,https://www.wsj.com/articles/facebook-plans-new-emphasis-on-private-communications-11551899847,NEUTRAL,0.004032881,0.00607214,0.989889324,5.65E-06
